Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
1149,California Pacific Charter Schools - San Diego,K-12,Warner Unified,866,52.3,48.4,15.7
1150,Douglas MacArthur Fundamental Intermediate,6-8,Santa Ana Unified,1230,88.1,48.4,27.3
1151,Mountain Home Charter (Alternative),K-8,Yosemite Unified,271,32.8,48.4,24.6
1152,Madison Middle,6-8,Vista Unified,1161,54.2,48.4,22.3
1153,Thirty-Second Street USC Performing Arts,K-12,Los Angeles Unified,1050,89.0,48.3,26.2
1154,Wallen L. Andrews Elementary,K-8,Whittier City Elementary,608,66.8,48.3,25.3
1155,Pine Valley Middle,6-8,Mountain Empire Unified,60,53.3,48.2,15
1156,Santa Rosa Charter School for the Arts,K-8,Santa Rosa Elementary,363,28.7,48.2,24.2
1157,Arcade Fundamental Middle,6-8,San Juan Unified,485,56.5,48,24.2
1158,Family Partnership Home Study Charter,K-12,Blochman Union Elementary,454,60.4,48,18.1
1159,Yermo Elementary,K-8,Silver Valley Unified,291,80.4,48,16.1
1160,Rio Vista Middle,7-8,Central Unified,818,46.0,47.8,24
1161,Mt. Gleason Middle,6-8,Los Angeles Unified,878,72.6,47.8,23.7
1162,Benjamin Franklin Intermediate,6-8,Jefferson Elementary,703,59.6,47.8,23.4
1163,Barry Elementary,K-8,Yuba City Unified,540,60.6,47.8,19.2
1164,Traweek Middle,6-8,Covina-Valley Unified,888,74.6,47.8,26.9
1165,Mesa Middle,6-9,Lucia Mar Unified,513,67.8,47.8,19.7
1166,James B. Davidson Middle,6-8,San Rafael City Elementary,1148,62.3,47.8,21.6
1167,Orange Grove Middle,6-8,Hacienda La Puente Unified,446,75.8,47.8,22.3
1168,Spring Valley Elementary,K-8,Chawanakee Unified,167,40.1,47.7,20.8
1169,Luiseno,K-8,Lake Elsinore Unified,991,40.4,47.7,23
1170,Tres Pinos Elementary,K-8,Tres Pinos Union Elementary,135,18.5,47.7,19.2
1171,Tomales Elementary,K-8,Shoreline Unified,177,56.5,47.7,17.7
1172,Plainsburg Union Elementary,K-8,Plainsburg Union Elementary,119,47.1,47.7,19.8
1173,Colonel Mitchell Paige Middle,6-8,Desert Sands Unified,729,62.0,47.6,22
1174,Soulsbyville Elementary,K-8,Soulsbyville Elementary,501,44.7,47.6,19.2
1175,C. A. Jacobs Intermediate,7-8,Dixon Unified,528,57.0,47.6,24
1176,Serrano Middle,7-8,Ontario-Montclair,705,87.5,47.6,19
1177,Vaca Pena Middle,7-8,Vacaville Unified,835,48.0,47.5,19.8
1178,Lincoln Street,K-8,Tehama County Department Of Education,90,60.0,47.5,22.5
1179,San Diego SCPA,6-12,San Diego Unified,1422,56.4,47.4,24.1
1180,South Tahoe Middle,6-8,Lake Tahoe Unified,846,55.1,47.4,22.8
1181,Matilija Junior High,7-8,Ojai Unified,432,39.6,47.3,24
1182,New Haven Elementary,K-8,Manteca Unified,594,48.7,47.3,25.8
1183,Adele Harrison Middle,6-8,Sonoma Valley Unified,415,45.3,47.3,17.2
1184,Sitting Bull Academy,K-8,Apple Valley Unified,1457,55.7,47.2,24.6
1185,Los Amigos,K-8,Palmdale Elementary,958,78.5,47.2,27.3
1186,Albert Einstein Middle,7-8,Sacramento City Unified,743,76.2,47.1,24.7
1187,Jacobsen Middle,6-8,Tehachapi Unified,926,36.7,47,22.5
1188,Jessie Nelson Academy,6-8,Long Beach Unified,798,86.3,46.9,27.5
1189,South Fork Elementary,K-8,South Fork Union,241,73.0,46.9,21.9
1190,Luther Burbank Middle,6-8,Los Angeles Unified,815,88.3,46.9,22.6
1191,Douglass Middle,7-8,Woodland Joint Unified,833,71.9,46.9,20.3
1192,Joshua Cowell Elementary,K-8,Manteca Unified,577,57.5,46.8,25
1193,Mark Twain Elementary,K-8,Mark Twain Union Elementary,527,56.4,46.8,23.9
1194,South Valley Middle,6-8,Gilroy Unified,870,69.3,46.8,25.5
1195,Sierra Junior High,7-8,Sierra Unified,166,39.8,46.8,20.7
1196,Lincoln Middle,6-8,Oceanside Unified,878,70.1,46.7,22.5
1197,Patrick Henry Middle,6-8,Los Angeles Unified,955,68.1,46.7,23.2
1198,EV Cain 21st Century STEM Charter,6-8,Auburn Union Elementary,664,45.9,46.7,22.1
1199,Lawrence E. Jones Middle,6-8,Cotati-Rohnert Park Unified,774,31.4,46.6,24.1
1200,Encore High School for the Arts - Riverside,7-12,Riverside Unified,413,32.2,46.6,27.5
1201,Cuddeback Elementary,K-8,Cuddeback Union Elementary,120,45.8,46.6,20
1202,New Horizons Charter Academy,K-8,Los Angeles Unified,251,86.1,46.5,20.9
1203,Visions In Education,K-12,San Juan Unified,5338,49.2,46.4,30.8
1204,Mountain Creek Middle,5-8,Pioneer Union Elementary,129,55.0,46.4,21.5
1205,New Los Angeles Charter,6-8,Los Angeles Unified,306,29.4,46.4,30.6
1206,Alliance College-Ready Middle Academy 4,6-8,Los 6-8 4 Academy,4,Los,Unified,6-8
1207,Granger Junior High,7-9,Sweetwater Union High,907,83.7,46.3,24.5
1208,Chualar Elementary,K-8,Chualar Union,345,90.4,46.3,21.5
1209,Desert Junior-Senior High,7-12,Muroc Joint Unified,579,12.6,46.3,20.6
1210,Macy Intermediate,6-8,Montebello Unified,908,77.8,46.3,33.6
1211,Sparks Middle,7-8,Hacienda La Puente Unified,476,91.2,46.3,22.6
1212,River Springs Charter,K-12,Riverside County Office Of Education,5833,48.9,46.3,26.7
1213,Costa Mesa High,7-12,Newport-Mesa Unified,1814,66.5,46.2,24.1
1214,T. R. Smedberg Middle,7-8,Elk Grove Unified,1121,63.6,46.2,21.1
1215,Mammoth Middle,6-8,Mammoth Unified,272,54.4,46.2,19.4
1216,Richmond Charter Academy,6-8,West Contra Costa Unified,231,86.6,46.1,28.8
1217,Southport Elementary,K-8,Washington Unified,827,54.7,46.1,21.7
1218,Hercules Middle,6-8,West Contra Costa Unified,632,44.8,46.1,30
1219,Innovation Middle,7-8,San Diego Unified,529,63.9,46,22
1220,Synergy Kinetic Academy,6-8,Los Angeles Unified,477,98.5,46,26.5
1221,Lee Vining Elementary,K-8,Eastern Sierra Unified,94,48.9,46,15.6
1222,Connecting Waters Charter,K-12,Waterford Unified,2100,44.1,45.9,22.5
1223,Washington Academic Middle,6-8,Sanger Unified,1748,79.0,45.9,24.2
1224,Alder Grove Charter,K-12,South Bay Union Elementary,379,67.8,45.9,17.2
1225,Anthony W. Ochoa Middle,7-8,Hayward Unified,636,73.7,45.9,25.4
1226,Stella Brockman Elementary,K-8,Manteca Unified,803,53.1,45.8,25
1227,Powell Academy for Success,K-8,Long Beach Unified,1309,88.0,45.8,27.2
1228,Ilead Hybrid,K-12,Acton-Agua Dulce Unified,1861,26.3,45.8,20.4
1229,Forestville Academy,2-8,Forestville Union Elementary,265,44.9,45.7,17.6
1230,Tierra Buena Elementary,K-8,Yuba City Unified,740,53.5,45.6,21.7
1231,Cobalt Institute of Math and Science Academy,7-12,Victor Valley Union High,864,72.9,45.6,27
1232,Chico Junior High,6-8,Chico Unified,618,49.8,45.5,22.8
1233,Empowering Possibilities International Charter,K-8,Yolo County Office Of Education,322,74.8,45.5,20.1
1234,John F. Kennedy Middle,6-8,Redwood City Elementary,691,54.7,45.5,19.1
1235,Shaffer Elementary,K-8,Shaffer Union Elementary,184,65.8,45.5,18.4
1236,Bella Vista Elementary,K-8,Bella Vista Elementary,351,66.7,45.4,21.9
1237,Blair High,6-12,Pasadena Unified,962,66.6,45.4,17.4
1238,Integrity Charter,K-8,National Elementary,319,93.4,45.4,22.7
1239,Ascend,K-8,Oakland Unified,444,89.6,45.4,23.3
1240,Sky Mountain Charter,K-12,Lucerne Valley Unified,1646,25.8,45.3,24.5
1241,Alice Birney Waldorf-Inspired,K-8,Sacramento City Unified,582,30.8,45.3,26.4
1242,Trinidad Union,K-8,Trinidad Union Elementary,177,58.2,45.3,19.6
1243,Environmental Charter Middle - Inglewood,6-8,Los Angeles County Office Of Education,182,95.6,45.2,16.5
1244,Miranda Junior High,7-8,Southern Humboldt Joint Unified,110,48.2,45.2,22
1245,George Visual and Performing Arts Magnet and Middle,K-8,Adelanto Elementary,704,88.6,45.2,26
1246,Sylmar Leadership Academy,K-8,Los Angeles Unified,905,82.2,45.2,22.6
1247,Divisadero Middle,7-8,Visalia Unified,886,71.0,45.2,24.6
1248,Endeavor College Preparatory Charter,K-8,Los Angeles Unified,612,95.3,45.2,17.4
1249,Sequoia Middle,7-8,Porterville Unified,586,70.0,45.1,25.4
1250,Ivy Academia,K-12,Los Angeles Unified,846,58.5,45.1,20.1
1251,Millswood Middle,7-8,Lodi Unified,841,60.3,45.1,22.1
1252,Reginald M. Benton Middle,6-8,Norwalk-La Mirada Unified,504,52.8,45.1,26.5
1253,El Tejon Elementary,5-8,El Tejon Unified,218,63.8,45,24.2
1254,California Connections Academy@central,K-12,Alpaugh Unified,403,49.9,45,44.7
1255,Montera Middle,6-8,Oakland Unified,827,50.4,45,19.6
1256,George V. LeyVa Intermediate,7-8,Evergreen Elementary,865,58.8,44.9,22.1
1257,Valinda School of Academics,K-8,Hacienda La Puente Unified,527,84.6,44.9,21.9
1258,The O'Farrell Charter,K-12,San Diego Unified,1578,72.4,44.9,20.4
1259,Granada Elementary,K-8,Alhambra Unified,468,73.1,44.9,22.2
1260,Gold Rush Charter,K-12,Summerville Union High,339,38.9,44.9,17.8
1261,Sycamore Academy of Science and Cultural Arts,K-8,Lake Elsinore Unified,493,34.7,44.8,23.4
1262,Valentine Peyton Elementary,K-8,Stockton Unified,886,71.2,44.7,31.6
1263,PUC Community Charter Mid and PUC Community Charter Early College High,6-12,Los Angeles Unified,777,80.6,44.7,22.8
1264,Tierra del Sol Middle,6-8,Lakeside Union Elementary,613,52.2,44.7,25.5
1265,Ready Springs Elementary,K-8,Penn Valley Union Elementary,245,69.4,44.7,22.2
1266,Sierra Ridge Middle,5-8,Pollock Pines Elementary,311,46.6,44.6,23.9
1267,Vanguard Preparatory,K-8,Apple Valley Unified,1190,55.4,44.5,27
1268,Manzanita Middle,6-8,West Contra Costa Unified,135,77.0,44.5,19.2
1269,Grandview College Preparatory Academy,K-8,Hacienda La Puente Unified,621,88.6,44.5,23.8
1270,Glen Alta Elementary,K-8,Los Angeles Unified,203,94.6,44.5,20.3
1271,Tipton Elementary,K-8,Tipton Elementary,562,86.7,44.4,19.3
1272,Fedde (Pharis F.) Middle,7-8,ABC Unified,420,91.2,44.3,18.2
1273,Jefferson Elementary,K-8,Lindsay Unified,481,84.8,44.3,24
1274,Janesville Elementary,K-8,Janesville Union Elementary,351,41.3,44.3,25
1275,Eleanor Roosevelt Community Learning Center,K-12,Tulare County Office Of Education,291,42.3,44.2,24.2
1276,Oak Creek Intermediate,6-8,Bass Lake Joint Union Elementary,177,58.2,44.2,22.1
1277,Vineyard Elementary,K-8,Ontario-Montclair,761,90.5,44.2,26.2
1278,Thomas Page Academy,K-8,Cotati-Rohnert Park Unified,424,72.4,44.1,28.2
1279,Rivergold Elementary,K-8,Yosemite Unified,492,43.9,44.1,24.6
1280,Dunlap Elementary,K-8,Kings Canyon Joint Unified,384,74.5,44,27.4
1281,Dixon Montessori Charter,K-8,Dixon Unified,417,23.3,43.9,23.1
1282,Theodore Roosevelt Middle,6-8,Glendale Unified,770,82.6,43.9,21.3
1283,King Junior (Martin Luther) Academic Middle,6-8,San Francisco Unified,509,70.7,43.8,19.5
1284,Leon H. Ollivier Middle,6-8,Greenfield Union,1058,87.9,43.8,24
1285,Redwood Elementary,K-8,Del Norte County Unified,497,38.6,43.8,24.8
1286,Rancho Cucamonga Middle,6-8,Cucamonga Elementary,785,76.6,43.8,20.1
1287,J. H. Hull Middle,6-8,Torrance Unified,712,52.5,43.8,23.7
1288,Hughes-Elizabeth Lakes,K-8,Hughes-Elizabeth Lakes Union Elementary,39,38.5,43.7,4.3
1289,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,6-12,Los Angeles Unified,980,96.8,43.7,22.7
1290,Valley Preparatory Academy Charter,K-8,Fresno Unified,359,80.5,43.7,19.9
1291,Shiloh Charter,K-8,Shiloh Elementary,116,77.6,43.7,23.2
1292,Twain Harte,K-8,Twain Harte,271,63.1,43.6,20.8
1293,Clement Middle,6-8,Redlands Unified,1030,69.4,43.6,27.1
1294,Meadows Elementary,K-8,Meadows Union Elementary,459,73.9,43.5,22.9
1295,Desert Ridge Academy,6-8,Desert Sands Unified,1318,73.9,43.5,28
1296,Enrique Camarena Junior High,7-8,Calexico Unified,683,76.4,43.4,23.5
1297,Oaks Middle,7-8,Ontario-Montclair,903,81.8,43.4,23.7
1298,Bear Valley Middle,6-8,Escondido Union,1107,53.0,43.4,20.1
1299,Vista Innovation and Design Academy,6-8,Vista Unified,691,62.8,43.3,21.5
1300,Innovations Academy,K-8,San Diego Unified,354,23.2,43.3,20.8
1301,Lyman Gilmore Middle,5-8,Grass Valley Elementary,527,65.5,43.3,16.4
1302,Denman (James) Middle,6-8,San Francisco Unified,716,71.8,43.2,17.9
1303,Sierra Montessori Academy,K-8,Nevada County Office Of Education,125,43.2,43.2,17.8
1304,Grace Yokley Middle,6-8,Mountain View Elementary,891,61.3,43.2,24.7
1305,Big Springs Elementary,K-8,Big Springs Union Elementary,146,54.1,43.1,18.2
1306,Century Community Charter,6-8,Lennox,432,88.7,43,27
1307,Eastin Arcola,K-8,Madera Unified,243,90.1,43,18.6
1308,Willits Charter,6-12,Willits Unified,125,74.4,43,20.8
1309,Riverside Meadows Intermediate,6-8,Plumas Lake Elementary,396,43.7,42.9,22
1310,Parkway Heights Middle,6-8,South San Francisco Unified,639,59.3,42.8,19.9
1311,Rancho San Justo,6-8,Hollister,870,52.9,42.8,20.2
1312,Faith Ringgold School of Arts and Science,K-8,Hayward Unified,153,75.2,42.8,25.5
1313,Riverbend Elementary,K-8,Yuba City Unified,1225,61.3,42.7,22.6
1314,Coarsegold Elementary,K-8,Yosemite Unified,430,59.8,42.7,18.6
1315,Franklin High,6-12,Stockton Unified,2115,80.9,42.7,28.9
1316,Herbert H. Cruickshank Middle,7-8,Merced City Elementary,581,53.0,42.7,24.2
1317,North Fork Elementary,K-8,Chawanakee Unified,268,76.1,42.6,22.3
1318,Camino Nuevo Charter Academy,K-8,Los Angeles Unified,561,99.5,42.6,25.5
1319,Mountain View Middle,6-8,Chatom Union,199,80.9,42.6,22.1
1320,Roberts Ferry Charter School Academy,K-8,Roberts Ferry Union Elementary,41,51.2,42.6,13.6
1321,Felix J. Appleby Elementary,K-8,Palo Verde Unified,769,76.9,42.6,28.4
1322,Monroe Middle,5-8,Campbell Union,874,54.6,42.6,23.6
1323,Hart-Ransom Elementary,K-8,Hart-Ransom Union Elementary,810,54.7,42.5,20.7
1324,Aspire ERES Academy,K-8,Oakland Unified,218,94.0,42.5,21.8
1325,Hudson K-8,K-8,Long Beach Unified,762,82.0,42.5,23.8
1326,Juan Lagunas Soria Elementary,K-8,Oxnard,1036,62.4,42.5,25.9
1327,Buena Vista Elementary,K-8,Buena Vista Elementary,197,78.7,42.4,21.8
1328,Diamond View Middle,6-8,Susanville Elementary,273,52.8,42.3,22.7
1329,Anacapa Middle,6-8,Ventura Unified,865,55.0,42.3,27
1330,Alpha: Blanca Alvarado Middle,6-8,Alum Rock Union Elementary,439,95.7,42.2,39.9
1331,Home Street Middle,6-8,Bishop Unified,432,53.2,42.2,21.6
1332,Pacheco Elementary,4-8,Pacheco Union Elementary,294,60.2,42.1,21
1333,Waterloo Elementary,5-8,Linden Unified,360,59.4,42.1,22.5
1334,Vista La Mesa Academy,K-8,Lemon Grove,630,79.8,42.1,25.2
1335,Los Molinos Elementary,K-8,Los Molinos Unified,330,80.0,42.1,20.6
1336,Magnolia Science Academy,6-12,Los Angeles Unified,540,91.3,42,20
1337,Reach,K-8,Sebastopol Union Elementary,100,30.0,42,16.6
1338,Davis (Caroline) Intermediate,7-8,Oak Grove Elementary,700,65.1,41.9,22.5
1339,Gonzalo Felicitas Mendez Fundamental Intermediate,6-8,Santa Ana Unified,1381,97.1,41.8,27
1340,Maze Middle,6-8,Hollister,690,56.1,41.8,18.1
1341,Clovis Online Charter,7-12,Clovis Unified,299,31.4,41.7,23
1342,Del Sur Senior Elementary,K-8,Westside Union Elementary,715,45.2,41.7,26.4
1343,Black Butte Junior High,6-8,Black Butte Union Elementary,66,71.2,41.7,22
1344,Tulelake High,7-12,Tulelake Basin Joint Unified,221,72.9,41.6,14.7
1345,KIPP Bridge Academy,K-8,Oakland Unified,317,71.6,41.6,31.7
1346,George H. Flamson Middle,6-8,Paso Robles Joint Unified,691,57.2,41.6,24.6
1347,George T. Egling Middle,4-8,Colusa Unified,517,75.1,41.6,21.5
1348,Redwood Middle,6-8,Napa Valley Unified,1025,53.1,41.5,21.3
1349,Hans Christensen Middle,6-8,Menifee Union Elementary,804,65.2,41.5,24.3
1350,Los Nietos Middle,7-8,Los Nietos,382,88.7,41.5,19.1
1351,Aspire Centennial College Preparatory Academy,6-8,Los Angeles Unified,547,90.1,41.4,23.7
1352,Don Riggio,K-8,Lincoln Unified,651,62.4,41.4,23.2
1353,Venetia Valley K-8,K-8,San Rafael City Elementary,731,77.7,41.4,20.3
1354,Carmichael (Bessie)/FEC,K-8,San Francisco Unified,612,81.2,41.3,19.1
1355,Las Palmas Middle,6-8,Covina-Valley Unified,844,79.6,41.3,24.1
1356,Almond Acres Charter Academy,K-8,San Miguel Joint Union,253,22.1,41.3,19.4
1357,Walnut Park Mid B Sci Technical Engr And Math Academy,6-8,Los Angeles Unified,541,91.5,41.3,28.4
1358,Morada Middle,7-8,Lodi Unified,731,82.2,41.3,20.3
1359,Mare Island Technology Academy,6-8,Vallejo City Unified,427,59.5,41.3,22.4
1360,Will Rogers Middle,6-8,Lawndale Elementary,1020,80.4,41.2,22.6
1361,Charles W. Tewinkle Middle,7-8,Newport-Mesa Unified,651,84.5,41.2,23.2
1362,Orville Wright Engineering and Design Magnet,6-8,Los Angeles Unified,698,69.5,41.2,23.2
1363,iQ Academy California-Los Angeles,K-12,Rowland Unified,554,57.9,41.1,18.4
1364,Lillian Larsen Elementary,K-8,San Miguel Joint Union,373,86.3,41,17.7
1365,Stockton Collegiate International Secondary,6-12,Stockton Unified,479,54.3,41,21.7
1366,Harriet Tubman Village Charter,K-8,San Diego Unified,402,89.3,41,22.3
1367,Edgewood Middle,6-8,West Covina Unified,568,75.4,41,27
1368,Orange County Educational Arts Academy,K-8,Santa Ana Unified,575,68.4,41,19.1
1369,Creative Connections Arts Academy,K-12,Twin Rivers Unified,660,63.6,41,22.7
1370,San Gorgonio Middle,6-8,Beaumont Unified,964,70.2,41,24.7
1371,Lakeside Elementary,K-8,Lakeside Union Elementary,301,93.4,41,23.1
1372,American Union Elementary,K-8,Washington Unified,310,73.9,40.9,18.2
1373,Pinon Mesa Middle,6-8,Snowline Joint Unified,688,66.4,40.9,22.9
1374,Valadez Middle School Academy,6-8,Placentia-Yorba Linda Unified,638,92.3,40.9,20.5
1375,Learning Choice Academy,K-12,San Diego Unified,983,48.7,40.8,17.8
1376,Allen at Steinbeck,K-8,San Jose Unified,724,60.1,40.8,22.6
1377,Elk Grove Charter,7-12,Elk Grove Unified,246,37.8,40.8,16.4
1378,La Contenta Middle,7-8,Morongo Unified,743,70.5,40.8,23.2
1379,Foothill Ranch Middle,5-8,Twin Rivers Unified,614,89.6,40.7,18
1380,Golden Eagle Charter,K-12,Siskiyou County Office Of Education,389,65.8,40.7,14.9
1381,John F. Kennedy Junior High,7-8,Hanford Elementary,557,84.7,40.6,22.2
1382,Taft Middle,6-8,San Diego Unified,508,66.5,40.6,18.8
1383,Oakdale Junior High,7-8,Oakdale Joint Unified,782,36.7,40.6,23
1384,Paramount Park Middle,6-8,Paramount Unified,786,92.4,40.6,24.5
1385,Katherine Edwards Middle,6-8,Whittier City Elementary,721,86.4,40.5,23.2
1386,Home Gardens Academy,K-8,Corona-Norco Unified,936,85.6,40.5,26
1387,KIPP Philosophers Academy,5-8,Los Angeles Unified,363,94.8,40.5,22.6
1388,Keppel Academy,5-8,Keppel Union Elementary,361,81.2,40.4,30
1389,Kingsburg Community Charter Extension,K-8,Kingsburg Elementary Charter,156,31.4,40.3,31.2
1390,Mountain Shadows Middle,7-8,Nuview Union,332,78.3,40.3,30.1
1391,Andros Karperos,K-8,Yuba City Unified,1273,77.8,40.3,20.8
1392,Empire Springs Charter,K-12,Helendale Elementary,913,29.0,40.2,33.8
1393,Willow Glen Elementary,K-8,Visalia Unified,605,79.8,40.2,26.3
1394,Piner-Olivet Charter,6-8,Piner-Olivet Union Elementary,218,36.7,40.2,27.2
1395,Edison Middle,5-8,Edison Elementary,480,95.2,40.1,20
1396,John Sutter Middle,6-8,Fowler Unified,583,76.8,40.1,26.5
1397,Junction K-8,K-8,Livermore Valley Joint Unified,836,63.0,40.1,20.9
1398,Sequoia Elementary,K-8,Manteca Unified,745,80.3,40.1,29.8
1399,Gateway International,K-8,San Juan Unified,480,83.8,40,20
1400,Wilson Elementary,K-8,Stockton Unified,392,69.6,40,30.1
1401,Live Oak Middle,5-8,Live Oak Unified,505,85.9,39.7,21.9
1402,Rio Bravo-Greeley Elementary,5-8,Rio Bravo-Greeley Union Elementary,446,47.3,39.7,23.4
1403,Cesar Chavez Middle,6-8,Oceanside Unified,768,76.0,39.7,23.2
1404,Alexander Fleming Middle,6-8,Los Angeles Unified,1442,80.3,39.6,24.4
1405,Aspire Vanguard College Preparatory Academy,6-12,Modesto City High,334,56.0,39.6,20.8
1406,Mariposa Elementary,K-8,Mariposa County Unified,393,66.7,39.6,20.6
1407,Washington Manor Middle,6-8,San Lorenzo Unified,861,56.6,39.5,22.6
1408,Toyon Middle,7-8,Calaveras Unified,461,64.9,39.5,20.9
1409,Three Rivers Elementary,K-8,Three Rivers Union Elementary,143,42.0,39.5,15.8
1410,Beardsley Junior High,7-8,Beardsley Elementary,333,87.7,39.4,23.7
1411,Washington Middle,6-8,Long Beach Unified,1116,93.7,39.4,25.3
1412,B. Gale Wilson Elementary,K-8,Fairfield-Suisun Unified,808,49.0,39.4,25.2
1413,Horizon Charter,K-12,Western Placer Unified,1340,44.6,39.3,15.2
1414,Bellflower High,7-12,Bellflower Unified,2658,79.1,39.3,21.6
1415,Lagunitas Elementary,K-8,Lagunitas Elementary,179,17.3,39.3,22.3
1416,Paradise Intermediate,6-8,Paradise Unified,405,66.9,39.2,18.4
1417,William Sheppard Middle,6-8,Alum Rock Union Elementary,677,84.1,39.2,21.1
1418,Grenada Elementary,K-8,Grenada Elementary,181,59.1,39.1,18.1
1419,Cuyama Elementary,K-8,Cuyama Joint Unified,164,81.7,39.1,18.2
1420,Hollenbeck Middle,6-8,Los Angeles Unified,1108,94.1,39.1,24.6
1421,Aspire Langston Hughes Academy,6-12,Stockton Unified,714,76.9,39.1,23
1422,John Barrett Middle,6-8,San Juan Unified,662,56.8,39.1,23.6
1423,Oakland Charter Academy,6-8,Oakland Unified,190,88.4,39,27.1
1424,Pleasant Valley School Of Engineering And Arts,K-8,Pleasant Valley,448,62.3,38.9,21.3
1425,Belleview Elementary,K-8,Belleview Elementary,123,54.5,38.9,15.3
1426,Charter Alternative Program (CAP),K-8,El Dorado County Office Of Education,159,19.5,38.9,15.9
1427,Kunst (Tommie) Junior High,7-8,Santa Maria-Bonita,770,76.5,38.9,20.2
1428,Riverview Middle,7-8,Helendale Elementary,103,56.3,38.9,20.6
1429,Castle Park Middle,7-8,Sweetwater Union High,866,82.7,38.9,27
1430,Catherine L. Zane Middle,6-8,Eureka City Schools,588,63.1,38.8,21
1431,Ceiba College Preparatory Academy,6-12,Pajaro Valley Unified,526,82.7,38.8,65.7
1432,Burrel Elementary,K-8,Burrel Union Elementary,120,95.0,38.8,15
1433,Middletown Middle,7-8,Middletown Unified,249,65.1,38.7,20.7
1434,Herbert Slater Middle,7-8,Santa Rosa High,759,41.6,38.7,19.9
1435,Lakeside,K-8,Lakeside Union,567,65.8,38.6,19.5
1436,Olga L. Reed Elementary,K-8,Orcutt Union Elementary,215,80.9,38.5,26.8
1437,Magnolia Science Academy 6,6-8,Los 6-8 6 Academy,6,Los,Unified,6-8
1438,Valley Oaks Charter,K-12,Kern County Office Of Education,1220,32.3,38.5,36.9
1439,Pio Pico Middle,6-8,Los Angeles Unified,564,83.0,38.4,20.1
1440,Reeds Creek Elementary,K-8,Reeds Creek Elementary,145,57.9,38.4,24.1
1441,McKinley Institute of Technology,6-8,Redwood City Elementary,378,72.8,38.4,21
1442,Maple Elementary,K-8,Maple Elementary,288,56.9,38.3,26.1
1443,International Studies Learning Center at Legacy High School Complex,6-12,Los Angeles Unified,863,90.2,38.3,23.9
1444,Calistoga Junior-Senior High,7-12,Calistoga Joint Unified,351,49.9,38.3,16.7
1445,Everett Middle,6-8,San Francisco Unified,533,59.3,38.3,17.1
1446,Santa Rosa Middle,7-8,Santa Rosa High,687,45.1,38.3,21.4
1447,Elsinore Middle,6-8,Lake Elsinore Unified,828,77.4,38.3,24.3
1448,Buena Park Junior High,7-8,Buena Park Elementary,1016,75.7,38.2,26
1449,Mable Barron,K-8,Lincoln Unified,753,58.8,38.1,24.2
1450,KIPP Academy of Opportunity,5-8,Los Angeles Unified,367,88.0,38.1,21.5
1451,Lodi Middle,7-8,Lodi Unified,910,70.6,38.1,23.3
1452,Virgil Middle,6-8,Los Angeles Unified,914,91.8,38.1,23.4
1453,McKee Middle,6-8,Greenfield Union,956,85.6,38,19.9
1454,Thomas R. Pollicita Middle,6-8,Jefferson Elementary,676,62.3,38,24.1
1455,Valley Oak Middle,7-8,Visalia Unified,918,71.4,37.9,25.5
1456,Magnolia Junior High,7-8,Chino Valley Unified,658,71.9,37.9,21.2
1457,Orangeview Junior High,7-8,Anaheim Union High,862,81.2,37.8,25.3
1458,Nea Community Learning Center,K-12,Alameda Unified,528,22.0,37.8,24
1459,Magnolia Science Academy Bell,6-8,Los Angeles Unified,493,94.1,37.8,23.4
1460,Monte Vista,1-12,Simi Valley Unified,175,19.4,37.8,21.8
1461,ICEF Vista Middle Academy,6-8,Los Angeles Unified,241,97.1,37.7,20
1462,Vista Verde Middle,6-8,Val Verde Unified,904,78.7,37.6,23.1
1463,Shoreline Middle,6-8,Live Oak Elementary,545,57.1,37.6,24.7
1464,Dehesa Charter,K-12,Dehesa Elementary,1022,19.7,37.6,18.9
1465,Shasta Elementary,K-8,Manteca Unified,774,76.9,37.5,25.8
1466,Valley Charter Middle,6-8,Los Angeles Unified,208,49.0,37.4,26
1467,Caruthers Elementary,K-8,Caruthers Unified,828,91.4,37.4,18.8
1468,Earle E. Williams Middle,6-8,Tracy Joint Unified,1081,50.2,37.4,20.7
1469,Frank J. Zamboni,6-8,Paramount Unified,929,93.0,37.3,23.8
1470,Matt Garcia Career And College Academy,6-12,Fairfield-Suisun Unified,127,74.8,37.2,12.7
1471,Loma Vista Middle,6-8,Alvord Unified,1056,88.2,37.2,24
1472,America's Finest Charter,K-8,San Diego Unified,277,96.0,37.2,18.4
1473,National City Middle,7-8,Sweetwater Union High,823,90.4,37.1,29.3
1474,Northwest Prep Charter,7-12,Piner-Olivet Union Elementary,95,49.5,37,19
1475,Jackson Junior High,6-8,Amador County Unified,372,50.8,37,21.8
1476,Creative Performing And Media Arts,6-8,San Diego Unified,1017,76.2,37,18.4
1477,Walter F. Dexter Middle,6-8,Whittier City Elementary,1024,79.4,37,24.9
1478,High Technical Middle Chula Vista,6-8,Sbc - High Technical High,310,50.3,37,20.6
1479,Washington Colony Elementary,K-8,Washington Colony Elementary,425,86.6,37,18.4
1480,Laurel Elementary,K-8,Los Angeles Unified,311,71.1,37,20.7
1481,Burney Junior-Senior High,7-12,Fall River Joint Unified,216,60.2,36.9,14.4
