Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
2162,Tropico Middle,6-8,Southern Kern Unified,678,72.4,16.6,19.9
2163,Blue Lake Elementary,K-8,Blue Lake Union Elementary,175,63.4,16.5,21.8
2164,Golden West Elementary,K-8,Manteca Unified,599,72.5,16.5,26
2165,Richland Junior High,7-8,Richland Union Elementary,794,91.4,16.5,22
2166,Jefferson Middle,6-8,Oceanside Unified,650,87.7,16.4,20.9
2167,W. E. B. DuBois Public Charter,K-12,Washington Unified,413,99.3,16.4,25.8
2168,Painted Hills Middle,6-8,Palm Springs Unified,831,92.9,16.4,25.1
2169,Nicolet Middle,6-8,Banning Unified,913,91.8,16.4,28.5
2170,Ranchero Middle,7-8,Hesperia Unified,988,76.5,16.3,24.7
2171,Roy Romer Middle,6-8,Los Angeles Unified,1042,90.5,16.3,26
2172,Rolling Hills Middle,6-8,Pajaro Valley Unified,655,89.6,16.3,25.1
2173,Mulcahy Middle,5-8,Tulare City,694,96.1,16.3,22.3
2174,Cesar Chavez Middle,6-8,Lynwood Unified,741,95.8,16.3,24.7
2175,Tenaya Elementary,K-8,Big Oak Flat-Groveland Unified,210,51.4,16.2,17.5
2176,Rio Linda Preparatory Academy,5-8,Twin Rivers Unified,471,80.7,16.2,23.5
2177,Monument Middle,6-8,Rio Dell Elementary,106,77.4,16.2,26.5
2178,Para Los Ni?os Middle,6-8,Los Angeles Unified,357,93.3,16.2,29.7
2179,Pauma Elementary,K-8,Valley Center-Pauma Unified,241,81.3,16.1,20
2180,West Park Charter Academy,K-12,West Park Elementary,248,88.7,16.1,17.7
2181,Southwest Middle,7-8,Sweetwater Union High,691,83.9,16.1,23
2182,Southeast Middle,6-8,Los Angeles Unified,1113,94.0,16,26.5
2183,San Joaquin Elementary,K-8,Stockton Unified,857,58.8,16,35.7
2184,Martin Luther King Junior Middle,7-8,Madera Unified,952,95.6,16,22.6
2185,Antelope Elementary,K-8,Keppel Union Elementary,367,90.7,16,22.9
2186,Natomas Middle,6-8,Natomas Unified,812,63.6,15.9,21.3
2187,Clovis Community Day Secondary,7-12,Clovis Unified,66,83.3,15.9,7.3
2188,Trona High,7-12,Trona Joint Unified,105,71.4,15.9,10.5
2189,New Jerusalem,1-8,New Jerusalem Elementary,218,63.8,15.9,27.2
2190,SCALE Leadership Academy,K-12,Acton-Agua Dulce Unified,140,%,(n/a),38.6
2191,Charter School of San Diego,7-12,San Diego Unified,2226,74.2,15.8,33.7
2192,Eastmont Intermediate,6-8,Montebello Unified,884,91.7,15.8,29.4
2193,Fremont Academy Of Environmental Science & Innovative Design,6-8,Oxnard,1136,73.0,15.8,24.1
2194,R.J. Frank Academy Of Marine Science & Engineering,6-8,Oxnard,1237,84.8,15.7,20.2
2195,Seaside Middle,6-8,Monterey Peninsula Unified,701,80.0,15.7,18.9
2196,Desert Willow Middle,6-8,Palmdale Elementary,664,84.3,15.7,20.7
2197,Weir Preparatory Academy,K-8,Fairfield-Suisun Unified,792,86.2,15.7,27.3
2198,Rio Tierra Junior High,6-8,Twin Rivers Unified,506,77.7,15.6,19.4
2199,Rialto Middle,6-8,Rialto Unified,1245,87.3,15.6,25.9
2200,Dr. Lewis Dolphin Stallworth Senior Charter,K-8,Stockton Unified,230,98.7,15.5,23
2201,Horizon,K-12,Desert Sands Unified,243,44.0,15.5,16.2
2202,Ruth Brown Elementary,K-8,Palo Verde Unified,701,71.0,15.5,28
2203,El Mirage,K-8,Adelanto Elementary,139,89.2,15.4,19.8
2204,Christopher Columbus Middle,6-8,Los Angeles Unified,663,87.2,15.4,21.3
2205,Cesar E. Chavez Middle,6-8,Planada Elementary,247,91.1,15.4,30.8
2206,Francisco Sepulveda Middle,6-8,Los Angeles Unified,1511,87.7,15.4,22.8
2207,ACE Franklin McKinley,5-8,Franklin-McKinley Elementary,224,95.5,15.4,32
2208,Chalone Peaks Middle,6-8,King City Union,794,86.7,15.4,19.8
2209,Bartlett Middle,7-8,Porterville Unified,502,92.4,15.3,19.3
2210,Kennedy Elementary,K-8,Stockton Unified,500,78.0,15.3,29.4
2211,Opportunities for Learning - Santa Clarita,7-12,William S. Hart Union High,1545,74.1,15.3,20.6
2212,Burton Middle,7-8,Burton Elementary,472,76.3,15.3,22.4
2213,Fontana Middle,6-8,Fontana Unified,1123,94.0,15.2,25.5
2214,Tenaya Middle,7-8,Merced City Elementary,543,93.9,15.2,22.6
2215,Monte Vista Middle,6-8,San Jacinto Unified,878,82.5,15.2,22.5
2216,Winship Middle,6-8,Eureka City Schools,312,69.6,15.2,22.2
2217,Pixley Middle,6-8,Pixley Union Elementary,369,96.2,15.2,23
2218,Maxine Hong Kingston Elementary,K-8,Stockton Unified,842,66.0,15.2,30
2219,Central Middle,K-8,Oroville City Elementary,264,79.9,15.1,17.6
2220,Pulliam Elementary,K-8,Stockton Unified,745,70.3,15.1,28.6
2221,Badger Springs Middle,6-8,Moreno Valley Unified,1193,92.3,15,24.8
2222,Downtown College Preparatory Middle,5-8,San Jose Unified,214,86.0,15,26.7
2223,Semitropic Elementary,K-8,Semitropic Elementary,214,88.8,15,23.7
2224,Millennial Technical Middle,6-8,San Diego Unified,419,85.2,14.9,18.2
2225,Reef Sunset Middle,6-8,Reef-Sunset Unified,313,90.1,14.9,19.5
2226,eCademy Charter at Crane,K-12,Turlock Unified,114,31.6,14.8,19
2227,Lakeland Village,K-8,Lake Elsinore Unified,866,89.0,14.8,19.6
2228,Melrose Leadership Academy,K-8,Oakland Unified,479,59.5,14.8,25.2
2229,Daniel Webster Middle,6-8,Los Angeles Unified,454,84.4,14.7,16.8
2230,Crozier (George W.) Middle,7-8,Inglewood Unified,661,66.3,14.7,22
2231,San Joaquin Elementary,K-8,Golden Plains Unified,778,94.5,14.7,24.3
2232,Vista Verde Middle,6-8,Greenfield Union Elementary,1055,79.2,14.6,23.4
2233,Pinacate Middle,7-8,Perris Union High,1183,94.4,14.6,24.1
2234,Cesar E. Chavez Middle,6-8,Pajaro Valley Unified,619,90.2,14.5,24.7
2235,Thomas Jefferson Middle,7-8,Wasco Union Elementary,753,87.9,14.5,24.2
2236,Lucerne Elementary,K-8,Lucerne Elementary,255,85.5,14.5,21.2
2237,Urban Promise Academy,6-8,Oakland Unified,371,94.6,14.5,21.8
2238,Alexander Hamilton Elementary,K-8,Stockton Unified,826,77.5,14.4,34.4
2239,William G. Jehue Middle,6-8,Rialto Unified,1393,85.4,14.4,26.7
2240,Biggs Elementary,K-8,Biggs Unified,395,77.0,14.4,21.9
2241,Mirus Secondary,7-12,Hesperia Unified,244,71.3,14.4,14.3
2242,Williams Junior/Senior High,7-12,Williams Unified,547,77.9,14.4,21.8
2243,Compton Junior High,7-8,Bakersfield City,613,83.9,14.4,22.7
2244,Shandin Hills Middle,6-8,San Bernardino City Unified,802,92.9,14.3,23.5
2245,Carl Smith Middle,6-8,Terra Bella Union Elementary,287,96.2,14.3,23.9
2246,Foshay Learning Center,K-12,Los Angeles Unified,1957,86.8,14.2,24.1
2247,Yuba City Charter,K-12,Yuba City Unified,215,74.4,14.2,15.3
2248,Starr King K-8,K-8,San Juan Unified,526,84.6,14.1,26.3
2249,Dr. Julian Nava Learning Acads-School Of Business And Technical,6-8,Los Angeles Unified,502,94.0,14.1,25.1
2250,Casa Ramona Academy For Technology Community And Education,K-12,San Bernardino City Unified,197,95.4,14,17.9
2251,Scandinavian Middle,7-8,Fresno Unified,755,95.1,14,20.4
2252,Loma Vista Environmental Science Academy,K-8,Vallejo City Unified,540,80.9,14,25.7
2253,Johnnie Cochran Junior Middle,6-8,Los Angeles Unified,827,88.4,13.9,19.6
2254,Los Angeles Academy Middle,6-8,Los Angeles Unified,1347,92.3,13.9,25.4
2255,Imagine Schools at Imperial Valley,K-7,El Centro Elementary,861,81.8,13.8,25.3
2256,Wells Middle,6-8,Alvord Unified,970,93.7,13.7,25.5
2257,Pajaro Middle,6-8,Pajaro Valley Unified,440,92.3,13.7,25.8
2258,New Vista Middle,6-8,Lancaster Elementary,933,85.9,13.7,22.2
2259,Wilhelmina Henry Elementary,K-8,Stockton Unified,908,86.8,13.7,31.3
2260,Animo James B. Taylor Charter Middle,6-8,Los Angeles Unified,462,97.4,13.7,23.1
2261,Hamilton Elementary,K-8,Fresno Unified,849,89.8,13.6,23.5
2262,John H. Still,K-8,Sacramento City Unified,906,86.4,13.5,25.8
2263,Hilliard Comstock Middle,7-8,Santa Rosa High,366,84.4,13.5,20.3
2264,Cactus Middle,6-8,Palmdale Elementary,823,89.1,13.4,20.5
2265,Laytonville Elementary,K-8,Laytonville Unified,261,77.8,13.4,21.7
2266,Pivot Online Charter - North Bay,K-12,Oak Grove Union Elementary,244,60.7,13.3,12.8
2267,Nelson Avenue Middle,6-8,Thermalito Union Elementary,419,87.6,13.3,22
2268,Berenece Carlson Home Hospital,K-12,Los Angeles Unified,460,62.2,13.3,4
2269,Animo Ellen Ochoa Charter Middle,6-8,Los Angeles Unified,298,96.6,13.3,21.2
2270,Westside Elementary,K-8,Westside Elementary,231,47.6,13.3,23.1
2271,Kingswood K-8,K-8,San Juan Unified,602,87.7,13.2,27.3
2272,Grunsky Elementary,K-8,Stockton Unified,555,89.0,13.2,32.6
2273,Tehipite Middle,7-8,Fresno Unified,495,98.6,13.2,21.5
2274,Phoenix Academy,K-8,Apple Valley Unified,1083,91.8,13.2,24
2275,Walton Middle,6-8,Compton Unified,285,91.6,13.2,15.8
2276,Woodville Elementary,K-8,Woodville Union Elementary,459,95.6,13.1,19.9
2277,Monroe Elementary,K-8,Stockton Unified,538,91.3,13.1,38.4
2278,Antelope Valley Learning Academy,K-12,Palmdale Elementary,1171,83.9,13.1,29.2
2279,George Washington Carver Middle,6-8,Los Angeles Unified,840,92.6,13.1,23.3
2280,Grace Hopper STEM Academy,6-8,Inglewood Unified,95,97.9,13,19
2281,Elizabeth Terronez Middle,6-8,Fresno Unified,686,92.4,13,20.1
2282,Emerson Middle,6-8,Bakersfield City,721,90.0,13,24
2283,Big Pine Elementary,K-8,Big Pine Unified,133,80.5,13,14.7
2284,Barstow Junior High,7-8,Barstow Unified,614,81.1,13,20.4
2285,Manuel Esqueda Elementary,K-8,Santa Ana Unified,1211,94.1,12.9,28.1
2286,Thomas Edison Language Institute K-8,K-8,San Juan Unified,823,83.8,12.9,23.5
2287,William Moreno Junior High,7-8,Calexico Unified,781,91.2,12.9,21.6
2288,Esparto Middle,6-8,Esparto Unified,241,70.1,12.8,26.7
2289,Public Safety Academy,6-12,San Bernardino City Unified,410,76.1,12.8,22.7
2290,Berendo Middle,6-8,Los Angeles Unified,816,94.0,12.8,20.9
2291,Main Street Middle,7-8,Soledad Unified,723,84.4,12.8,25.8
2292,Alpha Technology Middle,6-8,Elverta Joint Elementary,113,53.1,12.8,22.6
2293,Lawrence Cook Middle,7-8,Santa Rosa High,407,80.3,12.8,18.5
2294,Sycamore Junior High,7-8,Anaheim Union High,1435,90.6,12.7,27.5
2295,El Dorado Elementary,K-8,Stockton Unified,599,78.5,12.7,29.9
2296,California City Middle,6-8,Mojave Unified,429,80.9,12.7,20.4
2297,Hosler Middle,7-8,Lynwood Unified,610,96.1,12.7,22.5
2298,Kamala Elementary,K-8,Oxnard,1215,92.8,12.7,28.2
2299,Elmwood Elementary,K-8,Stockton Unified,826,84.1,12.7,30.5
2300,Costano Elementary,K-8,Ravenswood City Elementary,558,91.0,12.7,22.3
2301,Animo Western Charter Middle,6-8,Los Angeles Unified,626,94.1,12.6,19.5
2302,Taylor Leadership Academy,K-8,Stockton Unified,504,77.0,12.6,31.5
2303,Farmersville Junior High,7-8,Farmersville Unified,365,92.3,12.6,24.3
2304,Toro Canyon Middle,7-8,Coachella Valley Unified,1079,94.0,12.6,23.9
2305,Thomas Jefferson Middle,6-8,Desert Sands Unified,581,95.7,12.6,22.3
2306,Lakeview Leadership Academy,7-9,Victor Valley Union High,796,89.3,12.6,26.5
2307,iLEAD Lancaster Charter,K-8,Lancaster Elementary,613,39.3,12.5,26.6
2308,Oakdale Elementary,K-8,Twin Rivers Unified,558,92.7,12.5,23.2
2309,Frisbie Middle,6-8,Rialto Unified,1248,90.0,12.5,25.4
2310,Solano Middle,6-8,Vallejo City Unified,598,79.6,12.5,20.6
2311,Evelyn Hanshaw Middle,7-8,Modesto City Elementary,857,96.2,12.5,24.4
2312,Visitacion Valley Middle,6-8,San Francisco Unified,473,73.6,12.4,13.5
2313,Yuba Gardens Intermediate,7-8,Marysville Joint Unified,724,89.9,12.3,22.6
2314,Gifford C. Cole Middle,7-8,Eastside Union Elementary,662,86.1,12.3,23.6
2315,Huron Middle,6-8,Coalinga-Huron Unified,367,85.8,12.3,21.5
2316,Konocti Education Center,4-12,Konocti Unified,346,78.3,12.2,24.7
2317,Vista Heritage Charter Middle,6-8,Orange County Department Of Education,161,90.7,12.2,23
2318,New Vision Middle,6-8,San Bernardino City Unified,314,85.7,12.2,26.1
2319,E. Ruth Sheldon Academy of Innovative Learning,K-8,Fairfield-Suisun Unified,649,86.1,12.1,28.2
2320,Sequoia Middle,7-8,Fresno Unified,855,97.4,12.1,21.3
2321,Watts Learning Center Charter Middle,6-8,Los Angeles Unified,368,96.7,12.1,28.3
2322,Wawona Middle,7-8,Fresno Unified,408,89.7,12,19.4
2323,Tioga Middle,7-8,Fresno Unified,677,91.1,12,19.9
2324,Revere (Paul) Elementary,K-8,San Francisco Unified,462,77.1,12,17.7
2325,Harry S. Truman Middle,6-8,Fontana Unified,1245,92.2,11.9,23
2326,Franklin Middle,6-8,Vallejo City Unified,721,85.0,11.9,24.8
2327,Woodson Elementary,K-8,Corning Union Elementary,634,79.7,11.8,25.3
2328,Tyler Skills Elementary,K-8,Stockton Unified,508,70.1,11.7,28.2
2329,Sal Castro Middle,6-8,Los Angeles Unified,345,89.6,11.7,21.5
2330,New Designs Charter School-Watts,6-12,Los Angeles Unified,438,92.7,11.7,54.7
2331,Edwin Markham Middle,6-8,Los Angeles Unified,830,87.5,11.7,17.2
2332,Edendale Middle,6-8,San Lorenzo Unified,659,83.2,11.6,21.9
2333,Oak Grove Middle,6-8,Mt. Diablo Unified,673,91.8,11.6,19.2
2334,Sunnyside Elementary,K-8,Sunnyside Union Elementary,348,91.7,11.6,20.4
2335,Charles W. Eliot Middle,6-8,Pasadena Unified,440,83.9,11.5,17.6
2336,Options for Youth-Burbank Charter,K-12,Burbank Unified,969,77.0,11.5,18.6
2337,Rosa Parks Elementary,K-8,Sacramento City Unified,838,89.9,11.5,22.6
2338,Anna Yates Elementary,K-8,Emery Unified,524,75.0,11.4,19.4
2339,Opportunities for Learning - Duarte,7-12,Duarte Unified,365,80.0,11.3,17.3
2340,Natomas Gateways Middle,6-8,Natomas Unified,538,75.7,11.3,23.3
2341,A. M. Thomas Middle,6-8,Lost Hills Union Elementary,170,95.9,11.2,18.8
2342,Frederick Joyce Elementary,K-8,Twin Rivers Unified,538,94.4,11.1,26.9
2343,Hesperia Junior High,7-8,Hesperia Unified,930,85.0,11.1,23.8
2344,Oakland Unity Middle,6-8,Alameda County Office Of Education,76,89.5,11,25.3
2345,Hazelton Elementary,K-8,Stockton Unified,775,75.7,11,28.7
2346,Julia C. Lathrop Intermediate,6-8,Santa Ana Unified,966,99.3,11,21
2347,George Washington Elementary,K-8,Stockton Unified,242,78.1,10.9,34.5
2348,Sunnymead Middle,6-8,Moreno Valley Unified,1505,91.9,10.9,24.6
2349,Rancho Minerva Middle,6-8,Vista Unified,835,88.7,10.9,20.3
2350,Epic Charter,6-8,Oakland Unified,288,89.9,10.9,26.1
2351,Fremont Academy of Engineering and Design,7-12,Pomona Unified,871,90.6,10.8,22.3
2352,Sierra Preparatory Academy,6-8,Santa Ana Unified,954,97.4,10.8,21.6
2353,Bryant Middle,6-8,Dos Palos Oro Loma Joint Unified,489,90.0,10.8,22.2
2354,California School for the Deaf-Fremont,K-12,California School For The Deaf-Fremont (State Special Schl),392,66.8,10.8,5.4
2355,William Jefferson Clinton Middle,6-8,Los Angeles Unified,824,93.2,10.8,27.4
2356,Community Preparatory Academy,K-8,Los Angeles Unified,256,84.4,10.7,19.6
2357,San Pasqual Middle,6-8,San Pasqual Valley Unified,179,91.6,10.7,14.9
2358,Willowbrook Middle,6-8,Compton Unified,267,90.6,10.7,17.8
2359,Elizabeth Learning Center,K-12,Los Angeles Unified,1783,88.4,10.7,24.7
2360,Trinity Valley Elementary,K-8,Klamath-Trinity Joint Unified,193,85.0,10.7,17.5
2361,City of Angels,K-12,Los Angeles Unified,1588,63.1,10.7,22
2362,Curren Elementary,K-8,Oxnard,1058,87.9,10.7,25.8
2363,Pleasant View Elementary,K-8,Pleasant View Elementary,486,95.1,10.6,21.1
2364,Mark Twain Junior High,7-8,Modesto City Elementary,755,97.0,10.6,25.1
2365,Black Diamond Middle,7-8,Antioch Unified,607,71.8,10.6,23.3
2366,Haydock Academy Of Arts & Sciences,6-8,Oxnard,866,88.1,10.6,22.7
2367,Potrero Elementary,K-8,Mountain Empire Unified,304,96.4,10.5,23.3
2368,King-Chavez Preparatory Academy,6-8,San Diego Unified,370,99.2,10.5,26.4
2369,Riverview Middle,6-8,Mt. Diablo Unified,771,88.9,10.5,18.3
2370,John H. Liechty Middle,6-8,Los Angeles Unified,1076,93.7,10.5,20.6
2371,Sierra Middle,6-8,Bakersfield City,872,96.0,10.4,22.9
2372,Taft Elementary,K-8,Stockton Unified,451,73.2,10.4,25
2373,Davis Middle,6-8,Compton Unified,697,91.0,10.4,24.8
2374,Willow Oaks Elementary,K-8,Ravenswood City Elementary,688,89.2,10.4,23.7
2375,Belle Haven Elementary,K-8,Ravenswood City Elementary,577,88.4,10.3,22.1
2376,Opportunities For Learning - Baldwin Park II,7-12,Baldwin Park Unified,2919,86.3,10.3,22.4
2377,City Heights Preparatory Charter,6-12,San Diego Unified,162,98.2,10.3,27
2378,Yosemite Middle,7-8,Fresno Unified,665,97.4,10.3,22.9
2379,Helms Middle,7-8,West Contra Costa Unified,985,93.2,10.3,23.4
2380,View Park Preparatory Accelerated Charter Middle,6-8,Los Angeles Unified,424,83.5,10.3,35.3
2381,California School for the Deaf-Riverside,K-12,California School For The Deaf-Riverside (State Special Sch,345,32.2,10.2,5.5
2382,Madison Elementary,K-8,Stockton Unified,707,62.5,10.2,28.2
2383,Life Source International Charter,K-8,Lancaster Elementary,453,85.2,10.1,30.2
2384,Rutherford B. Gaston Senior Middle,7-8,Fresno Unified,838,96.1,10,22
2385,Margaret White Elementary,K-8,Palo Verde Unified,693,71.4,10,28.8
2386,Desert Rose Elementary,K-8,Palmdale Elementary,990,88.3,10,30
2387,Vista Middle,6-8,Los Angeles Unified,1202,90.5,9.9,27.3
2388,Robert Fulton College Preparatory,6-12,Los Angeles Unified,1769,90.5,9.9,24.2
2389,Kermit McKenzie Junior High,6-8,Guadalupe Union Elementary,411,90.8,9.9,21.6
2390,Century Academy for Excellence,6-8,Lennox,225,86.2,9.9,22.5
2391,Lemonwood Elementary,K-8,Oxnard,910,91.0,9.9,25.2
2392,Epiphany Prep Charter,K-8,San Diego Unified,247,87.9,9.8,27.4
2393,Gerald P. Carr Intermediate,6-8,Santa Ana Unified,1487,98.2,9.8,23.6
2394,Capital City Independent Study,K-12,Sacramento City Unified,415,79.5,9.8,18.8
2395,Juniper,K-8,Redding Elementary,230,89.1,9.7,20.9
2396,Martin Luther King Junior Technology Academy,7-8,Twin Rivers Unified,428,91.1,9.6,20.3
2397,Westlake Middle,6-8,Oakland Unified,455,93.4,9.6,18.2
2398,Washington Middle,6-8,Pasadena Unified,527,86.5,9.5,22.9
2399,Options for Youth San Gabriel,7-12,San Gabriel Unified,1127,74.6,9.5,16.3
2400,Options for Youth-San Juan,7-12,San Juan Unified,926,73.2,9.3,19.7
2401,Moreno Valley Online Academy,K-12,Moreno Valley Unified,133,60.9,9.3,22.1
2402,West Shores High,7-12,Coachella Valley Unified,443,95.7,9.3,16.4
2403,Knox Middle,6-8,San Diego Unified,547,96.0,9.3,20.2
2404,Cesar E. Chavez Elementary,K-8,Oxnard,934,94.5,9.2,25.9
2405,Sandia Elementary,K-8,Apple Valley Unified,931,89.7,9.2,25.8
2406,Acacia Middle Charter,6-8,New Jerusalem Elementary,127,85.8,9.1,63.5
2407,Willard Intermediate,5-8,Santa Ana Unified,831,98.6,9,20.7
2408,Mojave Junior/Senior High,7-12,Mojave Unified,273,85.0,9,18.2
2409,Los Angeles Academy of Arts & Enterprise Charter,6-12,Los Angeles Unified,382,98.7,9,27.2
2410,Ambassador-Global Leadership,6-12,Los Angeles Unified,593,86.0,9,19.1
2411,Dr. Julian Nava Learning Acads-School of Arts and Culture,6-8,Los Angeles Unified,502,94.8,9,25.1
2412,Piute Middle,6-8,Lancaster Elementary,981,92.3,8.7,20.8
2413,Samuel Gompers Middle,6-8,Los Angeles Unified,557,92.1,8.7,19.2
2414,Imogene Garner Hook Junior High,7-8,Victor Valley Union High,808,91.1,8.7,26.9
2415,Elmhurst Community Prep,6-8,Oakland Unified,371,94.3,8.7,20.6
2416,Cesar Chavez Elementary,6-8,Ravenswood City Elementary,168,93.5,8.6,24
2417,Escuela Popular Accelerated Family Learning,K-12,East Side Union High,393,89.1,8.5,19.6
2418,Monarch,K-12,San Diego County Office Of Education,271,98.9,8.5,18
2419,ICEF Inglewood Middle Charter Academy,6-8,Inglewood Unified,216,93.5,8.5,24
2420,Hometech Charter,K-12,Paradise Unified,147,76.2,8.4,24.5
2421,Audubon Middle,6-8,Los Angeles Unified,637,83.2,8.4,16.7
2422,John Muir Middle,6-8,Los Angeles Unified,933,86.2,8.3,20.2
2423,Richgrove Elementary,K-8,Richgrove Elementary,651,95.1,8.2,32.5
2424,Potter Valley Junior High,7-8,Potter Valley Community Unified,35,71.4,8.1,17.5
2425,Charles Drew Middle,6-8,Los Angeles Unified,826,87.8,8.1,24.2
2426,Roosevelt Elementary,K-8,Stockton Unified,462,76.0,8.1,27.1
2427,Alta Vista Elementary,K-8,Alta Vista Elementary,572,86.0,8,21.1
2428,Reagan Elementary,K-8,Lindsay Unified,407,91.7,8,25.4
2429,Independence Charter Academy,K-12,Helendale Elementary,88,78.4,7.9,22
2430,E. A. Hall Middle,6-8,Pajaro Valley Unified,664,93.1,7.9,26.5
2431,North Valley Military Institute College Preparatory Academy,6-12,Los Angeles Unified,495,85.3,7.9,26
2432,Lakeview Middle,6-8,Pajaro Valley Unified,687,87.9,7.8,26.4
2433,Driffill Elementary,K-8,Oxnard,1182,91.0,7.8,24.6
2434,United for Success Academy,6-8,Oakland Unified,382,88.5,7.8,21.2
2435,West Oakland Middle,6-8,Oakland Unified,198,96.0,7.7,18
2436,Crossroads Charter,K-12,Armona Union Elementary,119,68.1,7.6,11.9
2437,CDS Secondary,6-12,Los Angeles Unified,72,87.5,7.6,6
2438,Mesa Linda Middle,6-8,Adelanto Elementary,805,84.6,7.6,23
2439,Options for Youth-Victorville Charter,7-12,Victor Valley Union High,2284,80.7,7.4,16.3
2440,Upper Lake Middle,6-8,Upper Lake Union Elementary,149,85.2,7.4,18.6
2441,Lancaster Alternative and Virtual Academies,4-8,Lancaster Elementary,102,70.6,7.4,12.7
2442,Spurgeon Intermediate,5-8,Santa Ana Unified,958,95.8,7.4,21.2
2443,Animo Phillis Wheatley Charter Middle,6-8,Los Angeles Unified,605,91.7,7.3,17.7
2444,Alliance Academy,6-8,Oakland Unified,371,93.8,7.3,21.8
2445,Santa Cruz County Community,7-12,Santa Cruz County Office Of Education,658,29.2,7.2,25.3
2446,Antioch Middle,6-8,Antioch Unified,752,89.9,7.2,23.5
2447,Pomo,K-7,Konocti Unified,670,88.2,7.2,29.1
2448,Van Buren Elementary,K-8,Stockton Unified,588,83.0,7.1,34.5
2449,Community Collaborative Charter,K-12,Twin Rivers Unified,482,81.7,7,17.2
2450,Alpaugh Junior-Senior High,7-12,Alpaugh Unified,130,93.9,7,11.8
2451,Mojave River Academy,K-12,Oro Grande Elementary,1257,73.3,6.9,20.6
2452,Parlier Junior High,7-8,Parlier Unified,520,99.4,6.9,22.6
2453,Del Vallejo Middle,6-8,San Bernardino City Unified,551,94.4,6.9,25
2454,Sunset,5-8,Vineland Elementary,338,99.1,6.8,22.5
2455,Round Valley Elementary,K-8,Round Valley Unified,257,85.6,6.8,18.3
2456,ROOTS International Academy,6-8,Oakland Unified,330,92.1,6.4,22
2457,Public Policy Charter,5-8,Los Angeles Unified,92,98.9,6.4,18.4
2458,Tranquillity Elementary,K-8,Golden Plains Unified,243,93.0,6.3,22
2459,Maricopa Middle,6-8,Maricopa Unified,57,94.7,6.3,14.2
2460,Stanislaus County Special Education,K-12,Stanislaus County Office Of Education,269,70.3,6.2,8.9
2461,San Bernardino County Special Education,K-12,San Bernardino County Office Of Education,1459,65.9,6.1,10.2
2462,Bunche Middle,6-8,Compton Unified,428,93.9,6.1,23.7
2463,John C. Fremont Elementary,K-8,Stockton Unified,896,77.2,6,34.4
2464,Columbia Middle,6-8,Adelanto Elementary,351,89.7,5.9,21.9
2465,Carter G. Woodson Public Charter,7-12,Fresno Unified,329,99.1,5.9,27.4
2466,SAVA: Sacramento Academic and Vocational Academy,7-12,Twin Rivers Unified,701,84.3,5.9,17.5
2467,Lovonya DeJean Middle,7-8,West Contra Costa Unified,529,94.5,5.8,22
2468,Banning Independent Study,K-12,Banning Unified,175,65.7,5.7,43.7
2469,Alta Vista Public,K-12,Adelanto Elementary,1563,87.8,5.6,32.5
2470,APEX Academy,7-12,Los Angeles Unified,436,97.5,5.6,19.8
2471,High Desert Premier Academy,K-12,Apple Valley Unified,164,74.4,5.4,12.6
2472,Baker Junior High,6-8,Baker Valley Unified,27,88.9,5.4,6.7
2473,Bobby Duke Middle,7-8,Coachella Valley Unified,742,94.2,5.3,23.9
2474,Frick Middle,6-8,Oakland Unified,204,93.6,5.3,25.5
2475,Sankofa Academy,K-8,Oakland Unified,326,90.2,5.2,25
2476,Options for Youth-San Bernardino,7-12,San Bernardino City Unified,499,83.8,5.2,15.5
2477,Crescent View West Charter,K-12,Fresno County Office Of Education,396,89.7,5.1,22
2478,Elwood J. Keema High,7-12,Twin Rivers Unified,469,75.7,4.9,10.1
2479,San Diego County Community,K-12,San Diego County Office Of Education,816,72.8,4.7,19.4
2480,Access County Community,K-12,Orange County Department Of Education,2576,80.2,4.7,22.2
2481,Stanislaus County Institute of Learning,6-12,Stanislaus County Office Of Education,229,96.9,4.7,20.8
2482,Hoopa Valley Elementary,K-8,Klamath-Trinity Joint Unified,465,86.7,4.7,20.2
2483,Barack Obama Global Preparation Academy,6-8,Los Angeles Unified,572,90.9,4.6,19
2484,Fort Miller Middle,7-8,Fresno Unified,677,94.5,4.5,18.2
2485,Riley/New Dawn,K-12,San Diego Unified,174,79.3,4.5,8.2
2486,Horace Mann Junior High,6-8,Los Angeles Unified,369,86.2,4.4,19.4
2487,Big Picture Educational Academy,K-12,Fresno County Office Of Education,119,72.3,4.4,11.9
2488,Bret Harte Preparatory Middle,6-8,Los Angeles Unified,683,91.8,4.4,20.6
2489,Taylion High Desert Academy/Adelanto,K-12,Adelanto Elementary,531,78.7,4.4,35.4
2490,Success Academy,4-8,Sacramento City Unified,13,92.3,4.4,3.2
2491,Oak Tree Community Day,K-8,Palmdale Elementary,40,92.5,4.3,5.7
2492,Encina Preparatory High,6-12,San Juan Unified,911,93.2,4.2,18.9
2493,La Sierra High,7-12,Tulare County Office Of Education,232,86.2,4,23.2
2494,Riverside County Community,7-12,Riverside County Office Of Education,338,86.7,3.8,13
2495,Los Angeles County Special Education,K-12,Los Angeles County Office Of Education,643,18.5,3.8,6.3
2496,Community School/Independent Alternative Education,3-12,San Bernardino County Office Of Education,524,91.2,3.7,16.3
