Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
4346,Parkside Elementary,K-6,San Bernardino City Unified,561,87.3,23.9,28
4347,David L. Greenberg Elementary,K-6,Fresno Unified,586,94.9,23.9,23.4
4348,Cypress School of the Arts,K-6,Hesperia Unified,828,71.1,23.9,29.5
4349,Wilson Elementary,K-5,Sanger Unified,452,90.3,23.9,25.1
4350,La Gloria Elementary,K-4,Gonzales Unified,903,83.5,23.9,22
4351,San Andreas Elementary,K-6,Calaveras Unified,285,99.0,23.8,21.9
4352,Audubon K-8,K-8,San Diego Unified,489,91.0,23.8,23.2
4353,Chase Street Elementary,K-5,Los Angeles Unified,668,90.4,23.8,22.2
4354,Indian Valley Elementary,K-6,Plumas Unified,120,65.8,23.8,20
4355,Alvin M. Dunn Elementary,K-5,San Marcos Unified,752,80.3,23.8,22.1
4356,Twenty-Fourth Street Elementary,K-5,Los Angeles Unified,643,91.0,23.8,22.9
4357,Anna Yates Elementary,K-8,Emery Unified,524,75.0,23.8,19.4
4358,Academia Moderna,K-5,Los Angeles Unified,469,97.0,23.8,26
4359,Rock Springs Elementary,K-5,Escondido Union,646,80.5,23.8,20.8
4360,Patricia Beatty Elementary,K-6,Riverside Unified,683,84.9,23.7,24.3
4361,Plainview Academic Charter Academy,K-5,Los Angeles Unified,336,81.9,23.7,21
4362,Terry Elementary,K-6,Selma Unified,210,90.0,23.7,23.3
4363,Andres Duarte Elementary,K-6,Duarte Unified,346,80.4,23.7,23
4364,Jack London Elementary,K-6,Antioch Unified,480,72.5,23.7,28.2
4365,Martin R. Heninger Elementary,K-8,Santa Ana Unified,1198,94.7,23.7,28.5
4366,Emerson/Bandini Elementary,K-6,San Diego Unified,567,97.5,23.7,21.8
4367,Robertson Road Elementary,K-6,Modesto City Elementary,402,99.3,23.7,23.6
4368,Great Valley Elementary,K-8,Manteca Unified,1093,72.5,23.7,28
4369,Carmichael Elementary,K-5,San Juan Unified,382,82.2,23.7,25.4
4370,Monterey Park Elementary,K-6,Salinas City Elementary,525,80.6,23.7,25
4371,Walgrove Avenue Elementary,K-5,Los Angeles Unified,333,42.0,23.7,18.5
4372,Centinela Elementary,K-6,Inglewood Unified,688,72.8,23.7,24.5
4373,La Jolla Elementary,K-5,Moreno Valley Unified,843,73.1,23.6,26.3
4374,Kendall Elementary,K-5,San Bernardino City Unified,423,84.4,23.6,24.8
4375,Thomas Elementary,K-6,Fresno Unified,794,90.6,23.6,25.6
4376,Sutter Elementary,K-5,Antioch Unified,644,62.9,23.6,26.8
4377,Kathy Binks Elementary,K-5,Fontana Unified,623,86.4,23.6,27
4378,Mark Twain Elementary,K-6,Lynwood Unified,655,94.8,23.5,28.4
4379,Perris Elementary,K-6,Perris Elementary,609,88.5,23.5,24.3
4380,Camino Nuevo Charter Academy,K-8,Los Angeles Unified,561,99.5,23.5,25.5
4381,Corvallis Elementary,K-5,San Lorenzo Unified,595,60.2,23.5,22.8
4382,Captain Raymond Collins,K-5,Paramount Unified,549,92.0,23.5,24.9
4383,Venture Academy,K-12,San Joaquin County Office Of Education,1615,66.9,23.5,21.8
4384,Esperanza Elementary,K-5,Oakland Unified,352,94.6,23.5,25.1
4385,Columbia Elementary,K-5,Val Verde Unified,724,92.0,23.5,27.8
4386,Orangewood Elementary,K-5,Edison Elementary,594,91.6,23.5,22.8
4387,Rodriguez Elementary,K-5,San Diego Unified,579,97.6,23.4,25.1
4388,Heights Elementary,K-5,Pittsburg Unified,663,78.4,23.4,25.5
4389,West Riverside Elementary,K-6,Jurupa Unified,784,90.7,23.4,23
4390,Horace Mann Elementary,K-5,San Jose Unified,468,74.6,23.4,22.2
4391,Mission Crest Elementary,K-6,Hesperia Unified,1004,72.6,23.4,29.5
4392,Tyrrell Elementary,K-6,Hayward Unified,735,92.0,23.4,26.2
4393,Cunningham Elementary,K-6,Turlock Unified,750,88.8,23.4,23.4
4394,Yuba Feather Elementary,K-6,Marysville Joint Unified,115,79.1,23.4,23
4395,Frank D. Parent School,K-8,Inglewood Unified,570,44.6,23.4,21.9
4396,Barack Obama Charter,K-5,State Board Of Education - Barack Obama Charter,315,89.5,23.4,26.2
4397,Huntington Drive Elementary,K-6,Los Angeles Unified,430,94.4,23.4,19.5
4398,Fred L. Williams Elementary,K-5,Hueneme Elementary,686,80.0,23.3,26.3
4399,Charles W. Barrett Elementary,K-5,Los Angeles Unified,946,91.2,23.3,22
4400,Prairie Elementary,K-6,Elk Grove Unified,1005,91.4,23.3,21.3
4401,Union House Elementary,K-6,Elk Grove Unified,892,88.9,23.3,20.7
4402,Berylwood Elementary,K-6,Simi Valley Unified,524,79.2,23.3,22.7
4403,West Boron Elementary,K-6,Muroc Joint Unified,320,69.1,23.3,21.3
4404,Bushnell Way Elementary,K-6,Los Angeles Unified,310,86.5,23.3,22.1
4405,California Virtual Academy @ Sutter,K-12,Meridian Elementary,830,61.1,23.3,5.4
4406,Garfield Elementary,K-5,Santa Ana Unified,772,94.3,23.2,29.6
4407,Parkridge Elementary,K-6,Corona-Norco Unified,793,89.3,23.2,24.7
4408,Poplar Avenue Elementary,K-5,Thermalito Union Elementary,259,89.6,23.2,25.9
4409,Sunnydale Elementary,K-6,Lancaster Elementary,611,89.5,23.2,25.4
4410,Gates Street Elementary,K-5,Los Angeles Unified,737,90.5,23.2,24.5
4411,Garfield Elementary,K-8,Redwood City Elementary,630,77.6,23.2,23.3
4412,Aeolian Elementary,K-6,Los Nietos,507,91.9,23.2,25.3
4413,Hart Street Elementary,K-5,Los Angeles Unified,838,93.6,23.2,23.9
4414,Sunny Brae Avenue Elementary,K-5,Los Angeles Unified,564,87.6,23.2,21.6
4415,Agua Caliente Elementary,K-5,Palm Springs Unified,594,93.8,23.2,24.7
4416,Railroad Canyon Elementary,K-5,Lake Elsinore Unified,706,81.0,23.2,23.5
4417,Ted Porter Elementary,K-5,Fontana Unified,779,85.0,23.2,25.9
4418,Palms Elementary,K-6,Perris Elementary,966,88.2,23.1,24.7
4419,Carver Elementary,K-8,Compton Unified,348,91.1,23.1,21.7
4420,Fenton Avenue Charter,3-5,Los Angeles Unified,746,83.9,23.1,24
4421,John F. Kennedy Elementary,K-6,Dinuba Unified,583,81.8,23.1,23.3
4422,Hoover Elementary,K-8,Redwood City Elementary,756,76.1,23.1,23.6
4423,Shearer Elementary,K-5,Napa Valley Unified,547,88.5,23.1,23.7
4424,Cloverdale Elementary,K-5,Moreno Valley Unified,770,81.7,23.1,27.5
4425,Stanford Avenue Elementary,K-6,Oroville City Elementary,500,80.4,23.1,25
4426,Toyon Elementary,K-5,Berryessa Union Elementary,326,56.1,23.1,21.7
4427,One Hundred Fifty-Third Street,K-5,Los Angeles Unified,397,90.7,23,22
4428,Sunkist Elementary,K-5,Bassett Unified,473,93.0,23,24.8
4429,John R. Williams,K-6,Lincoln Unified,618,79.6,23,25.7
4430,Vista Oaks Charter,K-12,Byron Union Elementary,575,44.4,23,19.8
4431,Carmen Dragon Elementary,K-6,Antioch Unified,489,68.3,23,27.1
4432,Herman Leimbach Elementary,K-6,Elk Grove Unified,586,86.4,23,19.5
4433,Dan Mini Elementary,K-5,Vallejo City Unified,557,78.1,23,26.5
4434,Hoover Elementary,K-5,Santa Ana Unified,409,95.1,23,27.2
4435,Orangethorpe Elementary,K-6,Fullerton Elementary,687,76.0,22.9,26.4
4436,Cypress Elementary,K-5,Redding Elementary,196,89.3,22.9,21.7
4437,White Rock Elementary,K-6,Folsom-Cordova Unified,470,92.8,22.9,23.5
4438,Hillside Elementary,K-5,Los Angeles Unified,240,93.3,22.9,21.8
4439,Connect Community Charter,K-8,Redwood City Elementary,239,70.3,22.9,23.9
4440,Glen Alta Elementary,K-8,Los Angeles Unified,203,94.6,22.9,20.3
4441,Anne Darling Elementary,K-5,San Jose Unified,441,83.7,22.9,23.2
4442,Sequoia Elementary,K-6,San Diego Unified,201,67.7,22.9,25.1
4443,California Virtual Academy @ San Diego,K-12,Spencer Valley Elementary,2533,56.5,22.9,24.1
4444,Burney Elementary,K-6,Fall River Joint Unified,364,62.9,22.9,22.7
4445,Pescadero Elementary and Middle,K-8,La Honda-Pescadero Unified,168,57.7,22.8,14
4446,Mesquite Elementary,K-6,Palmdale Elementary,885,88.7,22.8,28.5
4447,Garden Valley Elementary,K-6,Twin Rivers Unified,391,84.4,22.8,26
4448,N.E.W. Academy of Science and Arts,K-5,Los Angeles Unified,350,99.1,22.8,23.3
4449,Natomas Park Elementary,K-5,Natomas Unified,886,48.7,22.8,24.6
4450,Oscar F. Loya Elementary,K-6,Alisal Union,728,86.8,22.8,25.1
4451,Rose Ferrero Elementary,K-6,Soledad Unified,517,67.9,22.7,24.6
4452,Marshall Elementary,K-5,San Francisco Unified,251,83.3,22.7,19.3
4453,Cleveland Elementary,K-5,Pasadena Unified,193,91.2,22.7,27.5
4454,Wayne Van Horn Elementary,K-6,Panama-Buena Vista Union,528,84.7,22.7,27.7
4455,Wilmington Park Elementary,K-5,Los Angeles Unified,817,91.2,22.7,22.6
4456,Sky View Elementary,K-6,Perris Elementary,970,83.4,22.7,24.2
4457,Olivet Elementary Charter,K-6,Piner-Olivet Union Elementary,323,49.5,22.7,21.5
4458,Laurel Dell Elementary,K-5,San Rafael City Elementary,223,85.7,22.7,24.7
4459,Evergreen Avenue Elementary,K-6,Los Angeles Unified,831,95.8,22.6,21.8
4460,Yuba City Charter,K-12,Yuba City Unified,215,74.4,22.6,15.3
4461,Pasadena Avenue Elementary,K-5,San Juan Unified,357,84.6,22.6,25.5
4462,Challenger School of Sports and Fitness,K-6,Victor Elementary,977,87.5,22.6,27.1
4463,Gibson Elementary,K-6,Woodland Joint Unified,594,67.0,22.6,22.8
4464,Tahoe Valley Elementary,K-5,Lake Tahoe Unified,476,68.7,22.6,19
4465,Alta California Elementary,K-5,Los Angeles Unified,814,94.5,22.6,23.2
4466,Bowling Green Elementary,K-6,Sacramento City Unified,877,73.0,22.6,25
4467,Oak Park Elementary,K-5,Fontana Unified,521,81.8,22.6,26
4468,Monroe Elementary,K-6,Riverside Unified,669,85.2,22.6,25.7
4469,Laurel Elementary,K-5,Oakland Unified,559,75.3,22.5,25.4
4470,Elk Hills Elementary,K-8,Elk Hills Elementary,196,58.2,22.5,24.5
4471,Adams Elementary,K-5,Santa Ana Unified,506,93.9,22.5,23
4472,Henderson Elementary,K-6,Barstow Unified,659,76.5,22.5,29.9
4473,Woodland Star Charter,K-8,Sonoma Valley Unified,249,32.1,22.5,22.6
4474,Cortada Elementary,K-6,El Monte City,425,97.7,22.5,21.2
4475,Vivian Banks Charter,K-5,Bonsall Unified,110,100.0,22.5,18.3
4476,Georgetown Elementary,K-6,Black Oak Mine Unified,232,62.1,22.5,25.7
4477,Lane Elementary,K-6,Fresno Unified,710,96.8,22.4,22.9
4478,Del Norte Elementary,K-5,Ontario-Montclair,588,91.0,22.4,23.5
4479,Monroe Elementary,K-6,Santa Barbara Unified,486,65.2,22.4,24.3
4480,Ninety-Second Street Elementary,K-6,Los Angeles Unified,880,95.1,22.4,25.8
4481,Lake Los Angeles Elementary,K-8,Keppel Union Elementary,501,88.2,22.4,25
4482,Lee Richmond Elementary,K-6,Hanford Elementary,451,90.5,22.4,21.4
4483,Osborn Two-Way Immersion Academy,K-6,Turlock Unified,1029,63.6,22.4,25.7
4484,Hamilton Elementary,K-8,Hemet Unified,441,81.6,22.4,18.3
4485,Nueva Vista Language Academy,K-5,Delano Union Elementary,547,89.2,22.3,19.5
4486,San Jacinto Elementary,K-5,San Jacinto Unified,582,95.4,22.3,27.7
4487,Hamilton Elementary,K-8,Hamilton Unified,415,91.6,22.3,23
4488,Kimball Elementary,K-5,Antioch Unified,529,88.7,22.3,27.8
4489,Searles Elementary,K-5,New Haven Unified,699,63.1,22.3,26.8
4490,E. G. Garrison Elementary,K-5,Oceanside Unified,405,83.0,22.3,20.2
4491,Ygnacio Valley Elementary,K-5,Mt. Diablo Unified,468,83.6,22.3,21.2
4492,Monte Vista Elementary,K-6,Porterville Unified,483,84.5,22.3,26.8
4493,Herbert Hoover Elementary,K-5,Desert Sands Unified,505,95.3,22.3,21.9
4494,North Fork Elementary,K-8,Chawanakee Unified,268,76.1,22.3,22.3
4495,New Joseph Bonnheim (NJB) Community Charter,K-6,Sacramento City Unified,263,95.8,22.3,20.2
4496,Neil Hafley Elementary,K-8,Manteca Unified,779,63.8,22.2,27.8
4497,Charles E. Mack Elementary,K-6,Elk Grove Unified,904,93.9,22.2,21.5
4498,Turner Elementary,K-6,Fresno Unified,597,94.3,22.2,25.9
4499,Wilson Elementary,K-6,Modesto City Elementary,245,91.4,22.2,22.2
4500,Conejo Elementary,K-5,Conejo Valley Unified,407,79.1,22.2,23.9
4501,Santee Elementary,K-6,Franklin-McKinley Elementary,440,97.5,22.2,22
4502,Mango Elementary,K-5,Fontana Unified,623,84.4,22.2,25.9
4503,Weed Elementary,K-8,Weed Union Elementary,241,89.6,22.2,17.2
4504,Manhattan Place Elementary,K-5,Los Angeles Unified,423,88.9,22.1,23.5
4505,Lydia Romero-Cruz Elementary,4-5,Santa Ana Unified,283,98.2,22.1,28.3
4506,Wilson Elementary,K-5,San Bernardino City Unified,503,95.2,22.1,22.8
4507,Loma Elementary,K-6,La Mesa-Spring Valley,396,66.9,22.1,26.4
4508,Washington Colony Elementary,K-8,Washington Colony Elementary,425,86.6,22.1,18.4
4509,Washington Elementary,K-6,Compton Unified,393,85.2,22,21.8
4510,Jefferson Elementary,K-5,Sanger Unified,415,94.9,22,25.9
4511,Bell Gardens Elementary,K-5,Montebello Unified,1046,90.6,22,26.1
4512,Seneca Elementary,K-5,Moreno Valley Unified,493,78.1,22,24.6
4513,Frank Paul Elementary,K-6,Alisal Union,826,93.7,22,26.6
4514,Captain Jason M. Dahl Elementary,K-6,Franklin-McKinley Elementary,638,85.6,22,24.5
4515,Holland Elementary,K-6,Fresno Unified,515,90.9,22,23.4
4516,La Merced Elementary,K-5,Montebello Unified,786,81.2,22,28
4517,Cambridge Elementary,K-6,Orange Unified,517,79.1,22,28.7
4518,Dwight Eisenhower Elementary,K-5,Desert Sands Unified,472,94.3,22,19.6
4519,Alice Birney Elementary,K-5,Eureka City Schools,424,90.8,22,24.9
4520,Park Hill Elementary,K-5,San Jacinto Unified,763,84.4,21.9,26.3
4521,Mountain Vista Elementary,K-6,Coachella Valley Unified,1026,80.7,21.9,23.8
4522,Roche Elementary,K-6,Porterville Unified,382,90.6,21.9,27.2
4523,Lankershim Elementary,K-6,San Bernardino City Unified,762,96.6,21.9,25.4
4524,Albany Park Elementary,K-5,Delano Union Elementary,442,85.3,21.9,24.5
4525,Mathew J Brletic Elementary,K-6,Parlier Unified,492,99.4,21.9,25.8
4526,Franklin Elementary,K-5,Pasadena Unified,263,87.8,21.9,23.9
4527,Lytle Creek Elementary,K-6,San Bernardino City Unified,683,97.5,21.8,25.2
4528,Edward B. Cole Academy,K-5,Santa Ana Unified,433,98.2,21.8,27
4529,McKinnon,K-5,Santa Rita Union Elementary,455,68.6,21.8,22.7
4530,Yokayo Elementary,K-6,Ukiah Unified,476,71.6,21.8,25
4531,Victoria Magathan Elementary,K-5,Adelanto Elementary,689,89.4,21.8,27.5
4532,Lyndon B. Johnson Elementary,K-5,Desert Sands Unified,570,84.2,21.8,24.7
4533,Westmore Oaks Elementary,K-8,Washington Unified,777,80.6,21.8,22.2
4534,Pioneer Drive Elementary,K-6,Bakersfield City,666,94.3,21.8,21.4
4535,Myers Elementary,K-5,Rialto Unified,575,90.8,21.7,28.7
4536,La Escuelita Elementary,K-8,Oakland Unified,359,86.6,21.7,23.9
4537,Grass Valley Elementary,K-5,Oakland Unified,274,71.2,21.7,19.5
4538,Hyatt Elementary,K-5,San Jacinto Unified,491,96.5,21.7,25.8
4539,Rosamond Elementary,K-5,Southern Kern Unified,790,76.2,21.7,23.2
4540,King-Chavez Athletics Academy,3-5,San Diego Unified,199,98.5,21.7,28.4
4541,Fairview Elementary,K-6,Hayward Unified,566,76.0,21.7,23.5
4542,Four Creeks Elementary,K-6,Visalia Unified,695,72.1,21.7,27.8
4543,Creekside Elementary,K-6,Lodi Unified,572,83.7,21.6,26
4544,Learning Without Limits,K-5,Oakland Unified,419,90.9,21.6,24.6
4545,Kit Carson Elementary,K-8,Kit Carson Union Elementary,370,72.4,21.6,26.4
4546,Sylvia Cassell Elementary,K-5,Alum Rock Union Elementary,418,88.0,21.6,22
4547,Grace Hudson Elementary,K-5,Ukiah Unified,475,73.7,21.6,22.6
4548,Stoner Avenue Elementary,K-5,Los Angeles Unified,309,95.8,21.6,19.3
4549,Gauer (Melbourne A.) Elementary,K-6,Anaheim Elementary,707,77.4,21.6,28.2
4550,Don Pedro Elementary,K-6,Ceres Unified,585,92.5,21.6,24.3
4551,Carl Harvey Elementary,K-5,Santa Ana Unified,440,94.3,21.6,25.8
4552,George Nicoloff Elementary,K-6,South Bay Union,831,68.1,21.6,27.7
4553,Locust Elementary,K-6,Fontana Unified,504,85.3,21.6,25.2
4554,Wolters Elementary,K-6,Fresno Unified,391,94.6,21.6,20.5
4555,Fairfax Elementary,K-6,San Bernardino City Unified,369,97.0,21.6,26.3
4556,Yav Pem Suab Academy - Preparing for the Future Charter,K-6,Sacramento City Unified,423,76.4,21.6,21.1
4557,Rio Vista Elementary,K-5,Mt. Diablo Unified,544,90.1,21.6,30.2
4558,Mann Elementary,K-5,Long Beach Unified,370,79.7,21.5,24.6
4559,SOAR Charter Academy,K-8,San Bernardino City Unified,464,75.2,21.5,24.4
4560,Henry Dalton Elementary,K-5,Azusa Unified,286,82.2,21.5,26
4561,Ascend,K-8,Oakland Unified,444,89.6,21.5,23.3
4562,Empire Elementary,K-6,Empire Union Elementary,404,85.9,21.5,23.7
4563,James Marshall Elementary,K-6,Sacramento City Unified,406,76.1,21.4,29
4564,Cimarron Elementary,K-6,Palmdale Elementary,741,85.6,21.4,26.4
4565,California Elementary,K-6,Orange Unified,601,92.5,21.4,27.3
4566,Jackson Elementary,K-5,Sanger Unified,427,82.7,21.4,25.1
4567,Landers Elementary,K-6,Morongo Unified,149,87.3,21.4,18.6
4568,Charles Wright Elementary,K-6,Merced City Elementary,532,90.2,21.4,21.2
4569,Muscoy Elementary,K-6,San Bernardino City Unified,780,97.2,21.4,26
4570,W. D. Hall Elementary,K-5,Cajon Valley Union,649,69.3,21.4,24.9
4571,Garfield Elementary,K-5,San Leandro Unified,436,57.3,21.4,25.6
4572,Schafer Park Elementary,K-6,Hayward Unified,735,84.4,21.3,26.2
4573,Meridian Elementary,K-5,Cajon Valley Union,659,87.0,21.3,24.4
4574,Ohlone Elementary,K-5,Pajaro Valley Unified,543,93.7,21.3,23.6
4575,Porter Elementary,K-6,San Diego Unified,996,94.4,21.3,24.2
4576,Avalon Gardens Elementary,K-6,Los Angeles Unified,254,83.9,21.3,18.1
4577,South Sutter Charter,K-12,Marcum-Illinois Union Elementary,2099,37.4,21.3,24.1
4578,Naranca Elementary,K-5,Cajon Valley Union,791,92.0,21.3,23.9
4579,John F. Kennedy Elementary,K-5,Santa Ana Unified,794,96.4,21.3,27.3
4580,Norseman Elementary,K-6,Fresno Unified,737,95.8,21.3,23
4581,Washington Elementary,K-5,Pomona Unified,670,96.4,21.2,23.9
4582,Earlimart Elementary,K-5,Earlimart Elementary,700,94.1,21.2,23.3
4583,Fernangeles Elementary,K-5,Los Angeles Unified,697,94.7,21.2,21.7
4584,Glen Cove Elementary,K-5,Vallejo City Unified,482,62.9,21.2,24.1
4585,Smith River Elementary,K-8,Del Norte County Unified,249,77.1,21.2,20.7
4586,Albion Street Elementary,K-6,Los Angeles Unified,262,92.0,21.1,21.8
4587,Roeding Elementary,K-6,Fresno Unified,726,92.7,21.1,24.2
4588,Grant Elementary,K-5,San Jose Unified,565,82.3,21,22.6
4589,Almond Elementary,K-6,Fontana Unified,549,91.4,21,23.8
4590,Joshua Hills Elementary,K-6,Palmdale Elementary,758,91.8,21,28
4591,Kepler Neighborhood,K-8,Fresno Unified,309,57.0,21,19.3
4592,Evergreen Elementary,K-5,Bakersfield City,655,91.5,21,21.1
4593,Jefferson Elementary,K-5,Pasadena Unified,385,90.9,21,24
4594,Purche Avenue Elementary,K-5,Los Angeles Unified,528,85.2,21,22
4595,Cuyama Elementary,K-8,Cuyama Joint Unified,164,81.7,21,18.2
4596,Peres Elementary,K-6,West Contra Costa Unified,536,97.0,21,23.3
4597,Andrew Jackson Elementary,K-5,Desert Sands Unified,642,91.6,21,24.6
4598,Mark Twain Elementary,4-5,Corcoran Joint Unified,520,78.7,21,24.7
4599,Montague Charter Academy,K-5,Los Angeles Unified,969,99.7,21,21
4600,Palm Avenue Elementary,K-6,Wasco Union Elementary,682,90.0,21,24.3
4601,Daisy Gibson Elementary,K-8,Keppel Union Elementary,625,90.2,21,25
4602,Chase Avenue Elementary,K-5,Cajon Valley Union,759,92.6,21,24.4
4603,Ralph Bunche Elementary,K-8,Compton Unified,369,78.1,21,26.3
4604,Mountain View Elementary,K-5,Azusa Unified,381,85.3,21,22.4
4605,Olive Street Elementary,K-6,Porterville Unified,709,95.6,20.9,26.2
4606,Marshall (John) Elementary,K-6,Anaheim Elementary,811,78.1,20.9,26.1
4607,Los Amigos Elementary,K-5,Cucamonga Elementary,513,83.6,20.9,24.4
4608,Juniper Elementary,K-5,Fontana Unified,627,87.2,20.9,28.5
4609,PUC Community Charter Elementary,K-5,Los Angeles Unified,251,77.7,20.9,22.8
4610,Big Pine Elementary,K-8,Big Pine Unified,133,80.5,20.9,14.7
4611,Los Padres Elementary,K-6,Salinas City Elementary,830,86.6,20.9,25.9
4612,Revere (Paul) Elementary,K-6,Anaheim Elementary,919,84.2,20.9,24.8
4613,San Vicente Elementary,K-6,Soledad Unified,557,71.1,20.8,24.2
4614,Wilson Elementary,K-5,Santa Ana Unified,719,94.4,20.8,25.6
4615,Elsa Widenmann Elementary,K-5,Vallejo City Unified,442,86.0,20.8,27.6
4616,Morgan Elementary,K-5,Rialto Unified,560,85.4,20.8,31.1
4617,Cesar Chavez Elementary,K-6,Madera Unified,820,93.9,20.8,25.6
4618,Westmont Elementary,K-6,Anaheim Elementary,801,79.3,20.8,28.6
4619,Hubbard Street Elementary,K-5,Los Angeles Unified,698,78.5,20.8,24.9
4620,Vinland Elementary,K-6,Fresno Unified,605,88.9,20.8,23.2
4621,Cameron Ranch Elementary,K-5,San Juan Unified,374,75.9,20.8,26.7
4622,Figueroa Street Elementary,K-5,Los Angeles Unified,371,94.6,20.7,24.7
4623,S Ben Benavidez Elementary,K-6,Parlier Unified,558,96.6,20.7,26.5
4624,Mayfair Elementary,K-6,Fresno Unified,730,97.4,20.7,24.3
4625,Elkhorn Elementary,K-6,North Monterey County Unified,667,83.5,20.7,23.8
4626,Withrow Elementary,K-5,Lake Elsinore Unified,759,79.6,20.7,25.3
4627,Hanh Phan Tilley Elementary,K-6,Central Unified,428,95.8,20.7,25.1
4628,Suva Elementary,K-5,Montebello Unified,1018,90.8,20.7,31.8
4629,Bowman Elementary,K-6,Hayward Unified,399,82.5,20.7,23.4
4630,Blanchard Elementary,K-5,Santa Paula Unified,445,86.1,20.7,22.2
4631,Ernest R. Geddes Elementary,K-5,Baldwin Park Unified,698,87.7,20.7,21.8
4632,Seventy-Fourth Street Elementary,K-5,Los Angeles Unified,572,83.7,20.6,23.8
4633,Peralta Elementary,K-6,Jurupa Unified,585,74.5,20.6,20.8
4634,Eucalyptus Elementary,K-6,Hesperia Unified,668,75.5,20.6,27.8
4635,Florin Elementary,K-6,Elk Grove Unified,608,92.1,20.6,20.2
4636,Main Street Elementary,K-5,Los Angeles Unified,862,95.0,20.6,22.1
4637,Tulelake Basin Elementary,K-6,Tulelake Basin Joint Unified,237,77.6,20.6,19.7
4638,Grant Elementary,K-5,Eureka City Schools,308,76.0,20.6,23.6
4639,Healdsburg Elementary,K-5,Healdsburg Unified,382,76.4,20.6,20.1
4640,Aspire Rosa Parks Academy,K-5,Stockton Unified,383,89.6,20.6,22.5
4641,Felicita Elementary,K-5,Escondido Union,679,86.5,20.6,24.2
4642,Monte Vista Street Elementary,2-6,Los Angeles Unified,440,93.6,20.6,23.1
4643,Aspire Alexander Twilight College Preparatory Academy,K-5,San Juan Unified,429,75.5,20.6,23.8
4644,Lowell Elementary,K-5,San Jose Unified,368,84.2,20.6,23
4645,Lincoln Elementary,K-8,Lindsay Unified,448,85.3,20.5,26.3
4646,Monroe Elementary,K-5,Santa Ana Unified,439,91.1,20.5,25.8
4647,Shirley Lane Elementary,K-6,Fairfax Elementary,654,94.8,20.5,23.3
4648,Cypress Elementary,K-6,San Bernardino City Unified,579,92.9,20.5,24.1
4649,Woodcrest Elementary,K-5,Los Angeles Unified,878,92.1,20.5,23.7
4650,Roosevelt Elementary,K-6,Hanford Elementary,568,94.2,20.5,22.7
4651,King City Arts Magnet,K-5,King City Union,410,86.6,20.5,21.5
4652,El Dorado Elementary,K-5,Lancaster Elementary,697,94.4,20.5,26.8
4653,Two Bunch Palms Elementary,K-5,Palm Springs Unified,860,94.5,20.5,23.8
4654,Clarence Ruth Elementary,K-6,Lompoc Unified,610,86.6,20.5,22.5
4655,Ronald Reagan Elementary,3-4,Chowchilla Elementary,472,81.1,20.5,26.2
4656,King Avenue Elementary,K-5,Yuba City Unified,402,95.5,20.5,21.1
4657,Kornblum,K-5,Hawthorne,683,91.2,20.4,27.3
4658,Lincoln Elementary,K-6,Pomona Unified,438,93.4,20.4,23
4659,Andrew Jackson Elementary,K-5,Santa Ana Unified,992,94.6,20.4,29.1
4660,Abraham Lincoln Elementary,K-6,Sacramento City Unified,438,88.1,20.4,29.2
4661,Walter M. Brown Elementary,K-6,Turlock Unified,661,69.9,20.4,24.4
4662,Josephine Chrysler Elementary,K-6,Stanislaus Union Elementary,618,87.4,20.4,25.7
4663,El Vista Elementary,K-6,Modesto City Elementary,386,93.5,20.4,21.4
4664,Foothill Oak Elementary,K-5,Vista Unified,706,93.1,20.4,25.2
4665,Sunnybrae Elementary,K-5,San Mateo-Foster City,514,59.3,20.4,23.3
4666,H. Frank Dominguez Elementary,K-6,San Bernardino City Unified,407,96.6,20.4,25.4
4667,Big Bear Elementary,K-6,Bear Valley Unified,254,80.7,20.3,19.5
4668,Parkview Elementary,K-6,Mountain View Elementary,850,87.7,20.3,26.5
4669,Utah Street Elementary,K-8,Los Angeles Unified,456,88.6,20.3,22.8
4670,Strobridge Elementary,K-6,Hayward Unified,598,81.6,20.3,26
4671,Libby Elementary,K-5,Oceanside Unified,570,90.0,20.3,21.1
4672,Pacific Drive Elementary,K-6,Fullerton Elementary,618,77.7,20.2,25.7
4673,Central Language Academy,K-8,Ontario-Montclair,707,71.0,20.2,23.5
4674,Gridley Street Elementary,K-5,Los Angeles Unified,657,81.7,20.2,22.6
4675,Philadelphia Elementary,K-6,Pomona Unified,742,94.3,20.2,27.4
4676,Caroline Wenzel Elementary,K-6,Sacramento City Unified,284,80.3,20.2,21.8
4677,Selma Olinder Elementary,K-5,San Jose Unified,441,83.9,20.2,23.2
4678,Fairview Elementary,K-5,Fairfield-Suisun Unified,599,87.5,20.2,26
4679,Montague Elementary,K-8,Montague Elementary,188,66.0,20.2,18.8
4680,Fairhaven Elementary,K-6,Orange Unified,584,84.4,20.2,27.8
4681,Jaime Escalante Elementary,K-6,Los Angeles Unified,616,92.7,20.2,23.6
4682,Potrero Elementary,K-8,El Monte City,925,97.5,20.2,21.5
4683,Joshua Tree Elementary,K-6,Morongo Unified,318,88.1,20.1,19.8
4684,San Juan,K-8,Aromas/San Juan Unified,375,76.8,20.1,23.4
4685,Lincoln Elementary,K-6,Fresno Unified,502,95.6,20.1,23.9
